Programme,p2_mu,p2_sigma,p3_mu,p3_sigma,N_3_max,eNPV,p_3eSS,assurance,N2,upto_p2_cost,p3_cost,total_cost
Y,23,42,27.599999999999998,47.51757569573599,285,395572.54590870964,285,0.6454943103956652,172.0,146560.0,151200,314260.0
Y,23,42,27.599999999999998,47.51757569573599,281,396648.3303112696,281,0.6449448600603039,172.0,146560.0,149520,312580.0
Y,23,42,27.599999999999998,47.51757569573599,277,397710.7428230945,277,0.644383249843801,172.0,146560.0,147840,310900.0
Y,23,42,27.599999999999998,47.51757569573599,273,398759.2880030492,273,0.6438090292111174,172.0,146560.0,146160,309220.0
Y,23,42,27.599999999999998,47.51757569573599,269,399793.4444808711,269,0.6432217240482664,172.0,146560.0,144480,307540.0
Y,23,42,27.599999999999998,47.51757569573599,265,400812.66319318186,265,0.6426208350582113,172.0,146560.0,142800,305860.0
Y,23,42,27.599999999999998,47.51757569573599,261,401816.36547102686,261,0.6420058360217473,172.0,146560.0,141120,304180.0
Y,23,42,27.599999999999998,47.51757569573599,257,402803.9409639747,257,0.641376171909758,172.0,146560.0,139440,302500.0
Y,23,42,27.599999999999998,47.51757569573599,253,403774.7453840545,253,0.6407312568316389,172.0,146560.0,137760,300820.0
Y,23,42,27.599999999999998,47.51757569573599,249,404728.0980507976,249,0.6400704718028529,172.0,146560.0,136080,299140.0
Y,23,42,27.599999999999998,47.51757569573599,245,405663.27921637567,245,0.6393931623125148,172.0,146560.0,134400,297460.0
Y,23,42,27.599999999999998,47.51757569573599,241,406579.5271472323,241,0.6386986356695389,172.0,146560.0,132720,295780.0
AC,23,41,27.599999999999998,46.38620484583752,283,406834.7963987766,283,0.6504505577554782,164.0,142220.0,149228,308448.0
AC,23,41,27.599999999999998,46.38620484583752,279,407890.7601464216,279,0.649897633064054,164.0,142220.0,147564,306784.0
AC,23,41,27.599999999999998,46.38620484583752,275,408933.1532647776,275,0.6493323677663205,164.0,142220.0,145900,305120.0
AC,23,41,27.599999999999998,46.38620484583752,271,409961.46876696113,271,0.6487543008279809,164.0,142220.0,144236,303456.0
AC,23,41,27.599999999999998,46.38620484583752,267,410975.17291319557,267,0.6481629468866902,164.0,142220.0,142572,301792.0
AC,23,41,27.599999999999998,46.38620484583752,263,411973.7033757104,263,0.6475577945832854,164.0,142220.0,140908,300128.0
